"SURVEY","Sub_catchment_index","SITE","JULIAN_DAY","WETTED_AREA","METHOD","d_0","AVG_LENGTH_0","TOT_COUNT_0","d_1","AVG_LENGTH_1","TOT_COUNT_1","d_2","AVG_LENGTH_2","TOT_COUNT_2"
2005,"MAT","H2",262,150,"Single pass",0.59,63.6,31,0.052,102,4,0.238,126.2,12
2005,"MAT","H3",262,150,"Single pass",0.184,64.5,10,0.011,NA,NA,0.006,NA,NA
2005,"MAT","M1",263,135,"Single pass",0.649,60.7,36,0.155,84.7,11,0.101,122.4,7
2005,"MAT","M12",270,150,"Single pass",0.29,59.7,17,0.066,80.6,5,0.006,NA,NA
2005,"MAT","M19",256,150,"Single pass",0.374,54.6,22,0.55,87.4,31,0.011,132,1
2005,"MAT","M33",256,150,"Single pass",1.145,60.9,67,0.091,85.4,8,0.039,107.2,4
2005,"MAT","M9",263,150,"Single pass",0.541,60.4,30,0.234,92.1,15,0.414,122.6,18
2005,"MAT","ME1",258,150,"Single pass",0.014,NA,NA,0.011,NA,NA,0.006,NA,NA
2005,"MAT","MK1",258,150,"Single pass",0.034,55.5,2,0.037,86.3,3,0.005,NA,NA
2005,"MAT","NH1",262,153,"Single pass",0.133,55.5,8,0.01,NA,NA,0.006,NA,NA
2005,"OTH","56",208,159.3,"Single pass",0.003,NA,NA,0.037,93.7,3,0.009,115,1
2005,"OTH","9",208,172.3,"Single pass",0.018,50.5,2,0.377,92.2,24,0.028,113.3,3
2006,"RES","1",236,150,"Single pass",0.253,54.1,15,0.117,92.3,9,0.021,115,2
2006,"RES","11",194,162,"Single pass",0.063,46,3,0.169,83.5,11,0.036,115,3
2006,"RES","12",194,169.9,"Single pass",0.015,NA,NA,0.019,89,1,0.013,114,1
2006,"RES","2",226,150,"Single pass",3.129,54.1,127,0.068,92.2,5,0.006,NA,NA
2006,"RES","3",226,150,"Single pass",0.23,54.2,13,0.106,86.5,8,0.022,120.5,2
2006,"RES","4",226,150,"Single pass",0.214,51.1,12,0.39,84.4,23,0.022,113,2
2006,"RES","5",221,100,"Calibration",0.503,50.4,46,0.067,87.6,7,0.047,114.4,5
2006,"RES","57",201,89.6,"Calibration",0.516,45.5,45,0.075,90.4,8,0.059,117.7,6
2006,"RES","58",201,254.4,"Single pass",0.014,NA,NA,0.011,NA,NA,0.02,107,2
2006,"RES","6",208,150,"Single pass",0.724,45.3,36,0.018,105,1,0.006,NA,NA
2006,"RES","7",229,150,"Single pass",0.609,51.4,32,0.759,88.1,41,0.363,116.8,17
2006,"RES","8",194,150,"Single pass",0.157,40.6,8,0.04,84,3,0.006,NA,NA
2006,"RES","CORB",226,196.3,"Single pass",0.015,NA,NA,0.245,90,16,0.17,119.1,10
2006,"RES","FB",226,150,"Single pass",0.657,52.6,40,0.183,91.8,15,0.039,120,4
2006,"RES","TB",229,150,"Single pass",0.902,47.4,42,0.042,77.3,3,0.006,NA,NA
2006,"RES","WB",229,245.1,"Single pass",1.707,51.2,86,0.308,88.6,21,0.093,125,7
2006,"KED","28",192,150,"Single pass",0.079,33.2,4,0.09,75.7,6,0.005,NA,NA
2006,"KED","29",212,126.8,"Calibration",0.794,45.9,92,0.429,81.1,48,0.016,107.5,2
2006,"KED","30",212,115.8,"Calibration",0.797,46.1,92,0.131,79.4,14,0.003,NA,NA
2006,"KED","32",194,150,"Single pass",0.837,41.4,43,0.085,98.9,7,0.005,NA,NA
2006,"KED","34",192,248.1,"Single pass",0.139,40.2,8,0.013,NA,NA,0.005,NA,NA
2006,"KED","36",192,310.9,"Single pass",0.012,NA,NA,0.046,78.5,4,0.038,117.8,4
2006,"KED","37",192,338.8,"Single pass",0.048,35.3,3,0.027,84,2,0.005,NA,NA
2006,"KED","38",199,150,"Single pass",0.058,44.7,3,0.528,80.4,28,0.048,110.8,4
2006,"KED","39",198,116.1,"Calibration",0.233,42,26,0.369,85.2,43,0.086,118.9,10
2006,"KED","40",200,215.9,"Calibration",0.005,NA,NA,0.081,82.1,15,0.016,109.2,4
2006,"KED","41",200,102,"Calibration",0.39,42.1,35,0.197,82.8,19,0.02,110,2
2006,"KED","42",193,96.4,"Calibration",0.229,36.9,23,0.06,82.8,6,0.011,125,1
2006,"KED","76",198,150,"Single pass",0.028,65,1,0.538,86.4,27,0.012,114,1
2006,"KED","77",249,150,"Single pass",1.132,58.1,67,0.725,88.3,44,0.203,127.2,13
2006,"KED","80",199,150,"Single pass",0.496,42,22,0.24,81.9,14,0.139,117.8,8
2006,"KED","81",193,150,"Single pass",0.247,38.3,12,0.106,89.9,7,0.022,117.5,2
2006,"KED","82",193,160,"Single pass",0.585,34.8,26,0.306,76.9,18,0.006,NA,NA
2006,"KED","W",236,150,"Single pass",0.432,54.4,22,0.947,87.8,44,0.485,121.4,19
2006,"LMR","43",234,150,"Single pass",1.793,54.8,97,0.49,88.7,33,0.032,116.5,4
2006,"LMR","45",235,61.7,"Calibration",0.806,57.7,55,0.041,93.2,4,0.003,NA,NA
2006,"LMR","46",235,150,"Single pass",0.732,56.2,44,0.187,95.4,15,0.014,119,2
2006,"LMR","47",235,153.9,"Single pass",0.898,56.4,45,0.019,89,1,0.009,113,1
2006,"LMR","49",234,257.2,"Single pass",0.019,NA,NA,0.135,98.5,10,0.026,118.7,3
2006,"LMR","50",234,150,"Single pass",1.524,52.6,76,0.318,82.5,21,0.009,113,1
2006,"LMR","51",228,150,"Single pass",0.45,59.5,22,0.522,91,28,0.017,127.5,2
2006,"LMR","52",228,131.8,"Calibration",1.614,54,186,0.091,96.1,11,0.021,124,3
2006,"LMR","53",228,114.1,"Calibration",0.869,54.5,90,0.122,96.7,14,0.035,117.6,5
2006,"LMR","55",228,193.9,"Single pass",1.609,52.9,70,0.012,NA,NA,0.004,NA,NA
2006,"LMR","85",234,150,"Single pass",0.267,46.9,14,0.012,NA,NA,0.004,NA,NA
2006,"UPS","14",221,108.9,"Calibration",0.408,46.9,41,0.006,NA,NA,0.003,NA,NA
2006,"UPS","15",215,150,"Single pass",1.167,50.2,48,0.011,NA,NA,0.006,NA,NA
2006,"UPS","16",213,150,"Single pass",0.423,45,21,0.387,81.3,23,0.012,115,1
2006,"UPS","17",207,150,"Single pass",0.732,45.5,32,0.146,79.5,10,0.012,111,1
2006,"UPS","17A",207,102.1,"Calibration",0.333,42.9,32,0.036,83,4,0.004,NA,NA
2006,"UPS","18",207,150,"Single pass",0.368,42.5,17,0.068,85.2,5,0.035,120.3,3
2006,"UPS","21",213,150,"Single pass",0.768,47.7,35,0.065,89.8,5,0.012,112,1
2006,"UPS","22",205,150,"Single pass",1.128,44.1,50,0.529,82.5,30,0.063,116.2,5
2006,"UPS","23",205,150,"Single pass",2.611,43.9,116,0.27,83.3,19,0.178,113.4,11
2006,"UPS","24",214,212.5,"Calibration",0.548,48.3,100,0.174,82.7,32,0.125,117.6,24
2006,"UPS","25",214,159.1,"Single pass",1.473,44.9,62,0.427,90.7,24,0.049,124.2,4
2006,"UPS","26",214,181.1,"Single pass",0.018,NA,NA,0.019,95,1,0.02,122.5,2
2006,"UPS","60",207,150,"Single pass",0.161,45.5,8,0.067,90.8,5,0.006,NA,NA
2006,"UPS","61",213,150,"Single pass",0.681,43.8,32,0.018,72,1,0.006,NA,NA
2006,"UPS","62",236,150,"Single pass",0.66,48.7,35,0.061,81.2,5,0.044,112.5,4
2006,"UPS","64",220,202.5,"Single pass",0.191,62.5,11,0.162,96.3,12,0.319,118,16
2006,"UPS","65",220,92.6,"Calibration",1.522,46.7,135,0.104,82.3,9,0.017,115.5,2
2006,"UPS","67",220,177.8,"Single pass",0.096,47.2,5,0.082,75.8,6,0.021,119.5,2
2006,"UPS","68",205,155.9,"Single pass",0.941,44.9,42,0.018,77,1,0.006,NA,NA
2006,"UPS","70",205,176.7,"Single pass",2.32,42.4,105,0.759,84.5,44,0.131,116.7,9
2006,"UPS","PB",215,150,"Single pass",0.018,NA,NA,0.175,87,12,0.047,119,4
2006,"UPS","SB",213,158.9,"Single pass",0.018,NA,NA,0.011,NA,NA,0.006,NA,NA
2006,"PAT","P1",248,150,"Single pass",0.466,57.8,23,0.218,96.2,12,0.199,135,9
2006,"PAT","P2",248,150,"Single pass",0.264,55.1,14,0.134,90.8,8,0.091,118.6,5
2006,"PAT","P3",248,150,"Single pass",0.882,56.8,44,0.894,85.1,43,0.329,118.2,14
2006,"PAT","P4",248,150,"Single pass",1.638,55,80,0.921,85.8,46,0.123,115.1,7
2006,"PAT","PE1",254,212.9,"Single pass",0.016,NA,NA,0.091,95.3,6,0.022,119,1
2006,"PAT","PO1",254,150,"Single pass",0.423,61.1,23,0.507,92.3,27,1.073,128.6,33
2006,"PAT","PO2",248,150,"Single pass",1.433,59.6,68,0.292,96.1,17,0.034,125,2
2006,"MAT","A1",241,150,"Single pass",0.061,52.3,3,0.096,99.7,6,0.021,161,1
2006,"MAT","A2",250,150,"Single pass",1.046,52,51,0.77,87.4,38,0.456,121.4,18
2006,"MAT","C1",241,237.5,"Single pass",0.326,49.2,19,0.418,85,25,0.113,119.3,7
2006,"MAT","C2",241,250.1,"Single pass",0.856,51.2,45,0.441,84.2,26,0.136,117.8,8
2006,"MAT","H1",254,227.1,"Single pass",0.016,NA,NA,0.046,84.7,3,0.031,132,2
2006,"MAT","H2",254,150,"Single pass",0.016,NA,NA,0.512,79.6,27,0.66,121.2,23
2006,"MAT","H3",254,150,"Single pass",0.421,63,21,0.025,85,1,0.011,NA,NA
2006,"MAT","M1",243,160,"Single pass",1.012,54.3,54,0.505,96.6,30,0.227,126.2,12
2006,"MAT","M12",250,91.3,"Calibration",0.829,57.9,76,0.081,101.3,7,0.082,121.1,8
2006,"MAT","M19",243,150,"Single pass",0.811,55,41,0.222,87.2,14,0.194,117.4,10
2006,"MAT","M33",243,150,"Single pass",3.235,59,160,0.344,95.2,23,0.038,117,3
2006,"MAT","M9",243,150,"Single pass",0.432,60.6,23,0.748,95.2,38,0.123,133.3,7
2006,"MAT","ME1",242,150,"Single pass",0.096,62.6,5,0.015,NA,NA,0.05,125.7,3
2006,"MAT","MK1",242,150,"Single pass",0.477,52.7,23,0.049,98,3,0.033,120.5,2
2006,"MAT","NH1",254,150,"Single pass",0.441,57.2,25,0.022,82,1,0.03,106,2
2006,"OTH","56",208,185.1,"Single pass",0.006,NA,NA,0.047,100,4,0.651,123.3,24
2006,"OTH","9",208,189.3,"Single pass",0.108,53.6,7,0.121,97.1,9,0.137,119.3,7
2007,"RES","1",247,150,"Single pass",0.171,58.6,10,0.076,88,5,0.006,NA,NA
2007,"RES","11",204,160,"Single pass",0.251,43.6,13,0.17,81.1,11,0.006,NA,NA
2007,"RES","12",204,169.1,"Single pass",0.013,NA,NA,0.024,106,1,0.023,129,2
2007,"RES","2",253,160,"Single pass",0.461,58.6,25,0.015,NA,NA,0.006,NA,NA
2007,"RES","3",247,150,"Single pass",0.013,NA,NA,0.082,91.2,5,0.006,NA,NA
2007,"RES","4",248,150,"Single pass",0.189,51.5,11,0.496,84.3,26,0.049,120.2,4
2007,"RES","5",249,108.2,"Calibration",0.493,56.6,49,0.259,86.7,25,0.062,123,7
2007,"RES","57",267,100.4,"Calibration",0.016,58,1,0.214,93.4,18,0.1,121.2,9
2007,"RES","58",227,150,"Single pass",0.013,NA,NA,0.2,86.1,12,0.035,119.3,3
2007,"RES","6",207,150,"Single pass",0.197,48.1,10,0.047,89,3,0.006,NA,NA
2007,"RES","7",248,150,"Single pass",0.218,53.9,12,1.42,82.2,59,0.256,115.3,12
2007,"RES","8",191,150,"Single pass",0.056,38,3,0.015,NA,NA,0.006,NA,NA
2007,"RES","CORB",253,219.1,"Single pass",0.01,NA,NA,0.552,88.7,31,0.162,127.2,10
2007,"RES","FB",253,150,"Single pass",1.017,53.1,54,0.662,83.3,36,0.005,NA,NA
2007,"RES","TB",248,150,"Single pass",1.118,46,54,0.376,80,21,0.012,127,1
2007,"RES","WB",249,214.2,"Single pass",0.482,49.2,27,0.524,79.1,29,0.122,120.1,8
2007,"KED","28",225,150,"Single pass",0.134,40.4,7,0.177,72.9,10,0.008,NA,NA
2007,"KED","29",227,109.6,"Calibration",0.887,45.9,90,0.33,77.4,35,0.012,122,1
2007,"KED","30",228,97.4,"Calibration",0.463,45.6,46,0.1,77.6,10,0.013,105,1
2007,"KED","32",198,150,"Single pass",0.011,NA,NA,0.308,87.5,19,0.036,122,3
2007,"KED","34",198,225.2,"Single pass",0.01,NA,NA,0.021,91,1,0.006,NA,NA
2007,"KED","36",200,287.9,"Single pass",0.01,NA,NA,0.056,87.4,5,0.136,118.7,10
2007,"KED","37",193,267,"Single pass",0.06,39.8,4,0.02,88,1,0.013,108,1
2007,"KED","38",219,150,"Single pass",0.177,47.2,9,0.374,84.9,19,0.043,114,3
2007,"KED","39",219,104.3,"Calibration",0.299,47.9,31,0.79,86.7,74,0.119,117.9,11
2007,"KED","40",263,157.5,"Calibration",0.009,54,1,0.131,84.3,17,0.107,118.4,13
2007,"KED","41",263,101.9,"Calibration",0.333,54.7,31,0.177,82.4,16,0.034,117,3
2007,"KED","42",261,92.5,"Calibration",0.125,50.9,13,0.03,86.7,3,0.026,121,3
2007,"KED","76",225,150,"Single pass",0.432,53.8,21,0.716,87,34,0.437,116.1,17
2007,"KED","77",225,150,"Single pass",0.246,53.1,13,0.436,86.7,23,0.143,115.6,8
2007,"KED","78",225,217,"Single pass",0.021,55,1,0.389,85.4,22,0.053,119,4
2007,"KED","79",225,144,"Single pass",0.011,NA,NA,0.016,NA,NA,0.026,121.5,2
2007,"KED","80",213,150,"Single pass",3.02,40,112,0.094,75.7,6,0.007,NA,NA
2007,"KED","81",212,150,"Single pass",0.157,37.8,8,0.363,82.5,19,0.08,122.6,5
2007,"KED","82",212,150,"Single pass",0.012,NA,NA,0.318,82.6,17,0.042,111,3
2007,"KED","W",205,150,"Single pass",0.097,39.8,5,0.564,76.9,27,0.007,NA,NA
2007,"LMR","43",221,150,"Single pass",0.227,51.8,11,0.256,85.1,14,0.003,NA,NA
2007,"LMR","44",221,150,"Single pass",0.413,48.6,21,0.268,78.7,16,0.037,113.8,4
2007,"LMR","45",226,63.4,"Calibration",0.816,51.1,55,0.162,89.2,12,0.003,NA,NA
2007,"LMR","46",226,150,"Single pass",1.054,50.9,50,0.383,88.3,22,0.007,125,1
2007,"LMR","47",226,205.9,"Single pass",0.523,50.7,26,0.046,92.3,3,0.003,NA,NA
2007,"LMR","49",221,300.2,"Single pass",0.014,NA,NA,0.189,99,13,0.013,135.5,2
2007,"LMR","50",221,150,"Single pass",0.365,46.4,18,0.617,79.5,31,0.003,NA,NA
2007,"LMR","51",192,150,"Single pass",0.044,36,2,0.535,83.9,28,0.195,120.2,11
2007,"LMR","52",199,101.9,"Calibration",0.721,39.2,77,0.242,86.8,23,0.008,118,1
2007,"LMR","53",198,111.7,"Calibration",0.236,37.5,28,0.133,86.9,15,0.008,123,1
2007,"LMR","55",192,208.7,"Single pass",0.015,NA,NA,0.152,83.3,10,0.003,NA,NA
2007,"LMR","85",221,150,"Single pass",0.078,46.5,4,0.016,NA,NA,0.003,NA,NA
2007,"UPS","14",207,100.8,"Calibration",0.257,43.9,25,0.109,77,9,0.003,NA,NA
2007,"UPS","15",241,150,"Single pass",0.535,53.2,24,0.074,81,4,0.005,NA,NA
2007,"UPS","16",239,150,"Single pass",0.32,49.8,16,0.702,73,33,0.047,105.2,4
2007,"UPS","17",235,150,"Single pass",0.559,53.7,26,0.218,80.1,12,0.005,NA,NA
2007,"UPS","17A",235,111,"Calibration",0.29,54.1,27,0.304,82.8,34,0.024,121,3
2007,"UPS","18",235,150,"Single pass",0.598,51.4,27,0.288,81.1,15,0.005,NA,NA
2007,"UPS","21",234,150,"Single pass",0.602,49,27,0.452,78.4,22,0.011,110,1
2007,"UPS","22",206,150,"Single pass",0.227,36.9,11,1.021,74,46,0.019,111,2
2007,"UPS","23",206,150,"Single pass",1.237,40.8,52,0.679,78.3,34,0.081,117.2,6
2007,"UPS","24",240,169,"Calibration",0.232,51.6,35,0.392,81.7,54,0.028,119.8,5
2007,"UPS","25",247,175.1,"Single pass",0.184,51,10,0.471,80.7,24,0.045,111.8,4
2007,"UPS","26",240,246.1,"Single pass",0.027,58,1,0.077,93.8,5,0.004,NA,NA
2007,"UPS","60",234,150,"Single pass",1.541,52.4,66,0.923,82.7,42,0.045,114.2,4
2007,"UPS","61",239,150,"Single pass",0.785,50.1,35,0.281,78,15,0.005,NA,NA
2007,"UPS","62",247,150,"Single pass",1.053,50.3,58,0.363,76.6,23,0.017,113.5,2
2007,"UPS","64",207,175,"Single pass",0.048,46,3,0.284,93.2,21,0.046,123,5
2007,"UPS","65",241,91.3,"Calibration",0.923,48.3,85,0.38,81.1,33,0.023,117,3
2007,"UPS","67",241,190.5,"Single pass",0.271,58.3,15,0.23,83,14,0.01,110,1
2007,"UPS","68",206,150,"Single pass",0.301,46.1,15,0.077,82.6,5,0.004,NA,NA
2007,"UPS","70",206,187,"Single pass",0.552,43,29,0.963,79.2,52,0.026,115.3,3
2007,"UPS","PB",247,150,"Single pass",0.017,NA,NA,0.146,89.1,8,0.034,120.7,3
2007,"UPS","SB",234,163.8,"Single pass",0.016,NA,NA,0.04,86.5,2,0.005,NA,NA
2007,"PAT","P1",260,160,"Single pass",0.931,53.5,42,0.302,89.1,15,0.036,128,2
2007,"PAT","P2",260,150,"Single pass",0.69,49.3,34,0.089,88.2,5,0.012,NA,NA
2007,"PAT","P3",262,150,"Single pass",0.893,53.3,42,0.901,86.1,39,0.163,121.4,8
2007,"PAT","P4",262,150,"Single pass",1.004,52,47,1.059,83.9,45,0.136,119.6,7
2007,"PAT","PE1",255,221.3,"Single pass",0.016,NA,NA,0.112,92.4,7,0.046,123.3,3
2007,"PAT","PO1",255,150,"Single pass",0.031,40,1,1.05,91.5,42,0.599,125.4,19
2007,"PAT","PO2",260,150,"Single pass",1.709,55.8,76,0.423,88.5,21,0.11,119,6
2007,"MAT","A1",254,150,"Single pass",0.028,50,1,0.087,88.4,5,0.015,126,1
2007,"MAT","A2",267,150,"Single pass",0.109,50,6,0.811,79.8,34,0.08,119.2,5
2007,"MAT","C1",254,150,"Single pass",0.253,46.8,14,0.966,85.1,44,0.136,118,8
2007,"MAT","C2",254,150,"Single pass",0.61,48.7,30,0.784,79.1,36,0.025,122,2
2007,"MAT","H1",255,242.3,"Single pass",0.014,NA,NA,0.061,89,4,0.05,127,4
2007,"MAT","H2",255,150,"Single pass",0.23,64.2,13,0.05,98.3,3,0.071,138.6,5
2007,"MAT","H3",255,150,"Single pass",0.236,63.4,12,0.041,72,2,0.007,NA,NA
2007,"MAT","M1",256,150,"Single pass",1.152,50.8,60,1.237,88.6,59,0.194,125.1,11
2007,"MAT","M12",267,104.2,"Calibration",0.898,55.9,91,0.187,95.6,20,0.011,125,1
2007,"MAT","M19",256,150,"Single pass",0.703,56.7,37,0.506,87.6,27,0.007,NA,NA
2007,"MAT","M33",249,150,"Single pass",1.472,60,77,0.429,95.8,26,0.021,121.5,2
2007,"MAT","M9",256,150,"Single pass",0.176,59.8,10,0.737,90.3,35,0.163,125.7,9
2007,"MAT","ME1",254,150,"Single pass",0.015,NA,NA,0.017,NA,NA,0.007,NA,NA
2007,"MAT","MK1",254,150,"Single pass",0.145,54.5,8,0.216,88.7,12,0.007,NA,NA
2007,"MAT","NH1",255,150,"Single pass",0.818,53.9,38,0.053,86,3,0.04,113.3,3
2007,"OTH","56",214,213,"Single pass",0.006,35,1,0.089,96.7,6,0.043,114.7,3
2007,"OTH","9",214,222.7,"Single pass",0.002,NA,NA,0.337,90.3,21,0.071,123.8,5
2008,"RES","1",246,150,"Single pass",0.101,56.2,6,0.351,81.2,19,0.009,110,1
2008,"RES","11",192,150,"Single pass",0.023,57,1,0.207,79.2,13,0.003,NA,NA
2008,"RES","12",192,163.5,"Single pass",0.011,NA,NA,0.011,NA,NA,0.016,123.5,2
2008,"RES","2",246,150,"Single pass",0.219,59.8,11,0.023,98,1,0.004,NA,NA
2008,"RES","3",246,150,"Single pass",0.146,56.8,8,0.06,78.8,4,0.004,NA,NA
2008,"RES","4",226,150,"Single pass",0.021,48,1,0.115,84.9,8,0.003,NA,NA
2008,"RES","5",240,98.3,"Calibration",0.19,56.1,19,0.226,85.2,20,0.009,110,1
2008,"RES","57",210,107.2,"Calibration",0.006,NA,NA,0.029,93,3,0.019,118.7,3
2008,"RES","58",210,283.6,"Single pass",0.009,NA,NA,0.009,NA,NA,0.007,118,1
2008,"RES","6",226,150,"Single pass",0.439,46.5,22,0.02,68,1,0.003,NA,NA
2008,"RES","7",227,136,"Single pass",0.443,47.5,21,0.122,80.6,8,0.009,113,1
2008,"RES","8",213,150,"Single pass",0.179,43.2,10,0.113,76.9,8,0.003,NA,NA
2008,"RES","CORB",246,226.6,"Single pass",0.01,NA,NA,0.057,94.2,4,0.08,119,6
2008,"RES","FB",246,150,"Single pass",0.177,53.4,10,0.439,84.5,23,0.028,113.3,3
2008,"RES","TB",227,150,"Single pass",0.696,44.8,36,0.121,66.2,9,0.003,NA,NA
2008,"RES","WB",227,213.8,"Single pass",0.282,49.3,15,0.443,88.3,24,0.099,118.6,7
2008,"KED","28",224,150,"Single pass",0.211,43.7,11,0.155,81.9,10,0.003,NA,NA
2008,"KED","29",212,114.5,"Calibration",0.331,44.5,37,0.18,76.1,19,0.002,NA,NA
2008,"KED","30",212,115.5,"Calibration",0.372,42.5,39,0.074,74.2,9,0.002,NA,NA
2008,"KED","32",213,150,"Single pass",0.449,42.5,22,0.01,NA,NA,0.003,NA,NA
2008,"KED","34",213,150,"Single pass",0.009,NA,NA,0.008,NA,NA,0.002,NA,NA
2008,"KED","36",224,310.7,"Single pass",0.07,44.4,5,0.24,86.4,17,0.097,119,8
2008,"KED","37",224,336,"Single pass",0.009,NA,NA,0.008,NA,NA,0.006,117,1
2008,"KED","38",191,150,"Single pass",0.022,32,1,0.32,75.5,19,0.007,127,1
2008,"KED","39",191,113.8,"Calibration",0.088,34.6,11,0.247,80.1,26,0.005,122,1
2008,"KED","40",211,221.7,"Calibration",0.018,45.3,3,0.048,89.8,9,0.016,127,4
2008,"KED","41",211,92.7,"Calibration",0.417,41.6,39,0.176,76.2,18,0.002,NA,NA
2008,"KED","42",190,100.2,"Calibration",0.006,NA,NA,0.034,82,3,0.017,128.5,2
2008,"KED","76",219,150,"Single pass",0.148,47.9,8,0.028,84,2,0.003,NA,NA
2008,"KED","77",219,150,"Single pass",0.165,53.2,9,0.15,93,10,0.025,128,3
2008,"KED","79",219,178,"Single pass",0.01,NA,NA,0.018,91,1,0.014,132,2
2008,"KED","80",191,150,"Single pass",1.247,32.3,65,0.014,93,1,0.006,113,1
2008,"KED","81",190,150,"Single pass",0.011,NA,NA,0.04,91,3,0.015,127,2
2008,"KED","82",190,150,"Single pass",0.011,NA,NA,0.018,95,1,0.007,110,1
2008,"KED","W",210,150,"Single pass",0.294,42.3,15,0.141,88.3,10,0.003,NA,NA
2008,"LMR","43",204,150,"Single pass",0.105,40,7,0.013,80,1,0.001,NA,NA
2008,"LMR","44",204,150,"Single pass",0.828,39.5,43,0.029,76.3,3,0.001,NA,NA
2008,"LMR","45",203,82.3,"Calibration",0.321,38.6,27,0.045,74.8,5,0.001,NA,NA
2008,"LMR","46",203,150,"Single pass",0.298,39.5,17,0.021,76.5,2,0.007,122.5,2
2008,"LMR","47",203,280.1,"Single pass",0.016,42,1,0.02,83,2,0.001,NA,NA
2008,"LMR","49",204,185.5,"Single pass",0.008,NA,NA,0.014,106,1,0.007,129,2
2008,"LMR","50",204,150,"Single pass",0.008,NA,NA,0.295,83.9,21,0.001,NA,NA
2008,"LMR","51",189,150,"Single pass",0.009,NA,NA,0.197,76,12,0.001,NA,NA
2008,"LMR","52",189,113.2,"Calibration",0.31,33.4,39,0.073,80.2,8,0.001,NA,NA
2008,"LMR","53",205,104.8,"Calibration",0.004,NA,NA,0.103,90.4,13,0.003,130,1
2008,"LMR","55",189,302.7,"Single pass",0.007,NA,NA,0.007,NA,NA,0.003,128,1
2008,"LMR","85",204,150,"Single pass",0.017,40,1,0.007,NA,NA,0.001,NA,NA
2008,"UPS","14",240,105.6,"Calibration",0.118,54.2,12,0.02,73,2,0.002,NA,NA
2008,"UPS","15",241,150,"Single pass",0.23,55,12,0.019,80,1,0.003,NA,NA
2008,"UPS","16",241,150,"Single pass",0.022,52,1,0.1,87.6,7,0.003,NA,NA
2008,"UPS","17",239,150,"Single pass",0.541,54.2,26,0.122,79,8,0.003,NA,NA
2008,"UPS","17A",239,89.9,"Calibration",0.131,54.5,13,0.028,85.3,3,0.002,NA,NA
2008,"UPS","18",239,150,"Single pass",0.446,53.1,23,0.067,88.8,5,0.003,NA,NA
2008,"UPS","21",231,150,"Single pass",0.105,51.8,6,0.121,84.5,8,0.003,NA,NA
2008,"UPS","22",225,134.4,"Single pass",0.175,45.4,9,0.247,85.2,14,0.003,NA,NA
2008,"UPS","23",238,150,"Single pass",0.876,52.8,42,0.165,87.4,11,0.055,114.4,5
2008,"UPS","24",233,193.3,"Calibration",0.122,49.1,21,0.192,85.3,33,0.015,117,3
2008,"UPS","25",233,172.3,"Single pass",0.012,NA,NA,0.138,87.9,9,0.008,117,1
2008,"UPS","26",233,198.7,"Single pass",0.011,NA,NA,0.039,91.7,3,0.015,126,2
2008,"UPS","60",239,150,"Single pass",1.262,53.5,60,0.157,89.3,11,0.037,118.8,4
2008,"UPS","61",241,150,"Single pass",0.156,51.2,9,0.018,82,1,0.003,NA,NA
2008,"UPS","62",232,150,"Single pass",0.473,46.8,24,0.039,70.7,3,0.003,NA,NA
2008,"UPS","64",226,199.3,"Single pass",0.011,NA,NA,0.124,97.3,9,0.089,122.9,7
2008,"UPS","65",234,118.4,"Calibration",1.546,44.9,171,0.172,78.4,21,0.002,NA,NA
2008,"UPS","67",234,238.7,"Single pass",0.011,NA,NA,0.017,95,1,0.007,120,1
2008,"UPS","68",225,161.4,"Single pass",0.012,NA,NA,0.03,72.5,2,0.003,NA,NA
2008,"UPS","70",238,220.9,"Single pass",0.047,54.7,3,0.636,88.3,33,0.375,115.8,17
2008,"UPS","PB",241,150,"Single pass",0.011,NA,NA,0.011,NA,NA,0.028,108.7,3
2008,"UPS","SB",231,216.7,"Single pass",0.01,NA,NA,0.01,NA,NA,0.003,NA,NA
2008,"PAT","P1",289,150,"Single pass",0.341,60.8,18,0.211,95.9,11,0.035,131,2
2008,"PAT","P2",290,160,"Single pass",0.303,56.4,18,0.134,89.2,8,0.019,133,1
2008,"PAT","P3",290,150,"Single pass",0.896,53.1,50,0.338,91.8,19,0.308,130.5,14
2008,"PAT","P4",290,150,"Single pass",0.922,56.4,47,0.497,79.8,24,0.159,109.4,8
2008,"PAT","PE1",289,150,"Single pass",0.015,NA,NA,0.068,99,4,0.019,134,1
2008,"PAT","PO1",289,150,"Single pass",0.128,61.3,7,0.199,69.4,10,0.491,134.8,16
2008,"PAT","PO2",289,150,"Single pass",0.592,64.9,30,0.398,90.3,19,0.034,113,2
2008,"MAT","A1",280,140,"Single pass",0.067,52,4,0.01,NA,NA,0.019,129,2
2008,"MAT","A2",283,150,"Single pass",0.181,54.6,10,0.219,83.9,12,0.019,130.5,2
2008,"MAT","C1",280,150,"Single pass",0.217,51.8,12,0.057,83,4,0.004,NA,NA
2008,"MAT","C2",280,150,"Single pass",0.871,50.9,44,0.084,86.2,6,0.004,NA,NA
2008,"MAT","H1",281,207.2,"Single pass",0.012,NA,NA,0.088,86.7,6,0.03,126,3
2008,"MAT","H2",289,160,"Single pass",0.379,64.6,21,0.087,103.3,6,0.187,118.3,10
2008,"MAT","H3",281,150,"Single pass",0.012,NA,NA,0.019,67,1,0.004,NA,NA
